Date,Name,Year,Letterboxd URI,Rating
2025-10-15,Strawberry and Chocolate,1993,https://boxd.it/1RMS,5
2025-10-15,Babylon,1980,https://boxd.it/nyk,4
2025-10-16,Lessons of Darkness,1992,https://boxd.it/x7I,5
2025-10-17,The Assailant,2009,https://boxd.it/1yHa,2.5
2025-10-17,Yella,2007,https://boxd.it/25SU,4.5
2025-10-25,Daguerréotypes,1975,https://boxd.it/FxY,5
2025-10-25,The Trial of Joan of Arc,1962,https://boxd.it/HGe,4
2025-10-25,The Woman Who Invented Love,1980,https://boxd.it/5Sl2,5
2025-10-26,The Bloody Exorcism of Coffin Joe,1974,https://boxd.it/4bha,4
2025-10-27,The Mighty Spirit,1999,https://boxd.it/6Lii,3.5
2025-10-28,Saint Bernard,1972,https://boxd.it/7r2m,5
2025-10-31,"Woman, Woman",1979,https://boxd.it/5SQk,4
2025-11-03,Mulholland Drive,2001,https://boxd.it/297o,4
2025-11-15,A German Youth,2015,https://boxd.it/axdQ,4.5
2025-11-28,A House of Dynamite,2025,https://boxd.it/NcXc,2.5
2025-12-04,Until Sbornia Do Us Part,2013,https://boxd.it/6MU8,3.5
2025-12-10,Tropical Paths,1977,https://boxd.it/7BxE,5
2025-12-10,Cat Skin,1962,https://boxd.it/7Cva,5
2025-12-10,The Poet of the Castle,1959,https://boxd.it/7Cvu,3.5
2025-12-10,Improvised and Purposeful: Cinema Novo,1967,https://boxd.it/apym,4
2025-12-17,The Blue Trail,2025,https://boxd.it/IrKi,3.5
2025-12-25,A Fistful of Dollars,1964,https://boxd.it/2auo,3
2025-12-25,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,3
2025-12-26,Dark City,1998,https://boxd.it/26uk,2.5
2025-12-26,Burst City,1982,https://boxd.it/12s8,3
2026-01-01,One Battle After Another,2025,https://boxd.it/DUHM,2.5
2026-01-05,Sans Soleil,1983,https://boxd.it/28B8,4
2026-01-05,Downtown '81,2000,https://boxd.it/1tCk,2.5
2026-01-06,The First Omen,2024,https://boxd.it/fx08,4
2026-01-08,The Incredible Shrinking Man,1957,https://boxd.it/1ixS,5
2026-01-10,Jaws,1975,https://boxd.it/2a5e,3
2026-01-11,The Long Walk,2025,https://boxd.it/mic8,0.5
2026-01-12,Bugonia,2025,https://boxd.it/qeWY,3
2026-01-13,No Other Choice,2025,https://boxd.it/nKiA,3.5
2026-01-13,On the Beach at Night Alone,2017,https://boxd.it/fqEK,5
