Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-06-06,One Way or Another,1975,https://boxd.it/9ULi1L,5,,,2025-06-05
2025-06-07,Human Traffic,1999,https://boxd.it/9Vh5YT,3.5,,,2025-06-06
2025-06-07,The Given Word,1962,https://boxd.it/9Vmxyp,5,,,2025-06-06
2025-06-09,Black Christmas,1974,https://boxd.it/9WJdxh,5,,,2025-06-08
2025-06-10,Jacob's Ladder,1990,https://boxd.it/9Xjb5d,2.5,,,2025-06-09
2025-06-10,Red Rooms,2023,https://boxd.it/9XoUKv,4,,,2025-06-09
2025-06-11,Menace II Society,1993,https://boxd.it/9XYXYH,3.5,,,2025-06-10
2025-06-12,Pickpocket,1959,https://boxd.it/9YyGYd,4,,,2025-06-11
2025-06-13,Golden Mouth,1963,https://boxd.it/9Z5Ag1,4,,,2025-06-12
2025-06-13,The Devil's Own,1997,https://boxd.it/9ZdLGZ,2,,,2025-06-13
2025-06-22,Porto das Caixas,1963,https://boxd.it/a4UcA9,4,,,2025-06-21
2025-06-23,In the Heat of the Night,1967,https://boxd.it/a5rmvz,3.5,,,2025-06-22
2025-06-24,Mandinga de Gorila,2024,https://boxd.it/a6oTxV,5,,,2025-06-23
2025-06-24,Não Olhe Para Mim,2024,https://boxd.it/a6q5xb,5,,,2025-06-23
2025-06-25,Obsession,1976,https://boxd.it/a73v19,5,,,2025-06-24
2025-06-27,Portrait of a Lady on Fire,2019,https://boxd.it/a8fWvj,5,,,2025-06-26
2025-06-30,City of the Living Dead,1980,https://boxd.it/aa8BqL,3,,,2025-06-29
2025-06-30,Rabid Dogs,1974,https://boxd.it/aaf5PX,5,,,2025-06-29
2025-06-30,Civil War,2024,https://boxd.it/aaBSGp,2.5,,,2025-06-30
2025-07-01,White Heat,1949,https://boxd.it/aaZS3F,4,,,2025-06-30
2025-07-04,Umberto D.,1952,https://boxd.it/acYkh5,5,,,2025-07-03
2025-07-07,Dawn of the Dead,1978,https://boxd.it/aeF7Id,5,,,2025-07-06
2025-07-07,Persona,1966,https://boxd.it/aeKkjP,5,,,2025-07-06
2025-07-07,The Gospel According to St. Matthew,1964,https://boxd.it/af2XPL,4,,,2025-07-06
2025-07-08,Talk to Her,2002,https://boxd.it/afUu2N,3.5,,,2025-07-07
2025-07-09,Targets,1968,https://boxd.it/agx9jL,4.5,,,2025-07-08
2025-07-11,Queen & Slim,2019,https://boxd.it/ahB9Th,3.5,Yes,,2025-07-10
2025-07-12,Sinners,2025,https://boxd.it/aifugb,3,Yes,,2025-07-11
2025-07-13,The Devils,1971,https://boxd.it/ajpMI7,5,,,2025-07-12
2025-07-14,Same Old West,2024,https://boxd.it/ajTRwP,4,,,2025-07-13
2025-07-14,Cidade; Campo,2024,https://boxd.it/ak2e0t,3,,,2025-07-13
2025-07-14,The Murdered House,1971,https://boxd.it/akbD8F,5,,,2025-07-13
2025-07-14,The Big City,1966,https://boxd.it/akgZED,3.5,,,2025-07-13
2025-07-15,Outrage,1950,https://boxd.it/alc7Aj,4,,,2025-07-14
2025-07-16,The Devil Queen,1974,https://boxd.it/alVkD1,4,,,2025-07-15
2025-07-17,Malu,2024,https://boxd.it/amxvwr,5,,,2025-07-16
2025-07-19,Dirty Mary Crazy Larry,1974,https://boxd.it/ao4SHd,3.5,,,2025-07-18
2025-07-21,Harry Dean Stanton: Partly Fiction,2012,https://boxd.it/apb2eV,4,,,2025-07-20
2025-07-26,Men and Women,1964,https://boxd.it/au15ML,5,,,2025-07-26
2025-07-28,God Told Me To,1976,https://boxd.it/avzk5p,4.5,,,2025-07-27
2025-07-30,Excitation,1977,https://boxd.it/axdJW3,4,,,2025-07-29
2025-08-01,Captains of the Sands,2011,https://boxd.it/ayRzkn,2.5,,,2025-07-31
2025-08-04,The Roaring Twenties,1939,https://boxd.it/aBgJNR,5,,,2025-08-03
2025-08-06,Bram Stoker's Dracula,1992,https://boxd.it/aCNP2n,4,,,2025-08-05
2025-08-08,Angel's Egg,1985,https://boxd.it/aEegqx,3,,,2025-08-07
2025-08-11,Blacula,1972,https://boxd.it/aGz7VV,4,,,2025-08-10
2025-08-13,The Searchers,1956,https://boxd.it/aIfhIl,2,,,2025-08-12
2025-08-18,That Most Important Thing: Love,1975,https://boxd.it/aLR10P,5,,,2025-08-17
2025-08-22,Coffy,1973,https://boxd.it/aOVm7d,4,,,2025-08-22
2025-08-24,Beau Travail,1999,https://boxd.it/aPJrS9,5,,,2025-08-23
2025-08-25,Stranger on the Prowl,1952,https://boxd.it/aQABd7,4,,,2025-08-24
2025-08-29,Pulse,2001,https://boxd.it/aTCzCb,4,,,2025-08-28
2025-09-01,Spellbound,1945,https://boxd.it/aVq3Dl,3.5,,,2025-08-31
2025-09-01,Manhunter,1986,https://boxd.it/aVL271,4,,,2025-08-31
2025-09-03,White Dog,1982,https://boxd.it/aXdD1T,5,Yes,,2025-09-02
2025-09-07,Battleship Potemkin,1925,https://boxd.it/aZvYoD,3,,,2025-09-06
2025-09-08,Superman,2025,https://boxd.it/b0Eq4B,4,,,2025-09-08
2025-09-11,A Man Escaped,1956,https://boxd.it/b23BmZ,4.5,,,2025-09-10
2025-09-11,Au Hasard Balthazar,1966,https://boxd.it/b27LSp,4,,,2025-09-10
2025-09-11,L'Argent,1983,https://boxd.it/b2d8gX,5,,,2025-09-10
2025-09-14,Four Nights of a Dreamer,1971,https://boxd.it/b3HqxB,5,,,2025-09-13
2025-09-15,Diary of a Country Priest,1951,https://boxd.it/b4jORr,3.5,,,2025-09-14
2025-09-17,"The Devil, Probably",1977,https://boxd.it/b5DS9R,4.5,,,2025-09-16
2025-09-17,Mouchette,1967,https://boxd.it/b5RY9L,4,,,2025-09-16
2025-09-18,The Trial of Joan of Arc,1962,https://boxd.it/b6fHZD,5,,,2025-09-17
2025-09-21,They Don't Wear Black Tie,1981,https://boxd.it/b7Qj7P,5,,,2025-09-20
2025-09-21,The Driver,1978,https://boxd.it/b7Z9Mr,3.5,Yes,,2025-09-20
2025-09-23,Rushmore,1998,https://boxd.it/b9fbpZ,3,,,2025-09-22
2025-09-24,Lancelot of the Lake,1974,https://boxd.it/babwKF,3,,,2025-09-24
2025-09-25,The Getaway,1972,https://boxd.it/bau1tB,3,,,2025-09-24
2025-09-27,The Little Prince,2015,https://boxd.it/bbC2At,3,,,2025-09-26
2025-09-29,Elite Squad: The Enemy Within,2010,https://boxd.it/bcLJbt,3.5,,,2025-09-28
2025-10-01,Thunderbolt and Lightfoot,1974,https://boxd.it/bdW1yT,4,,,2025-09-30
2025-10-01,Year of the Dragon,1985,https://boxd.it/be0gbD,4,,,2025-09-30
2025-10-02,Desperate Hours,1990,https://boxd.it/beK2Hd,4,,,2025-10-01
2025-10-03,Angels of Sin,1943,https://boxd.it/bfrgbV,3.5,,,2025-10-03
2025-10-03,The Deer Hunter,1978,https://boxd.it/bfuXWh,4.5,,,2025-10-03
2025-10-04,Viva Zapata!,1952,https://boxd.it/bfLqH3,3.5,,,2025-10-03
2025-10-05,Spontaneous Combustion,1989,https://boxd.it/bgn1v3,3.5,,,2025-10-04
2025-10-06,A Fistful of Dollars,1964,https://boxd.it/bh1q39,3,,,2025-10-05
2025-10-09,Vagabond,1985,https://boxd.it/bjcGxT,5,,,2025-10-08
2025-10-10,A Gentle Woman,1969,https://boxd.it/bjGKoB,4,,,2025-10-09
2025-10-11,Seconds,1966,https://boxd.it/bkb1nb,3.5,,,2025-10-10
2025-10-12,The Silence of Others,2018,https://boxd.it/bkFXJp,3,,,2025-10-11
2025-10-13,The Priest and the Girl,1966,https://boxd.it/blUO05,5,,,2025-10-12
2025-10-15,Strawberry and Chocolate,1993,https://boxd.it/bnee5H,5,,,2025-10-14
2025-10-16,The Assailant,2009,https://boxd.it/bnM1Np,2.5,,,2025-10-15
2025-10-16,Lessons of Darkness,1992,https://boxd.it/bnOJJl,5,,,2025-10-15
2025-10-17,Yella,2007,https://boxd.it/bonZaB,4.5,,,2025-10-16
2025-10-25,Daguerréotypes,1975,https://boxd.it/btw3fV,5,,,2025-10-24
2025-10-25,The Trial of Joan of Arc,1962,https://boxd.it/btzZcr,4,Yes,,2025-10-24
2025-10-25,The Woman Who Invented Love,1980,https://boxd.it/btEsxL,5,,,2025-10-24
2025-10-26,The Bloody Exorcism of Coffin Joe,1974,https://boxd.it/buq8jb,4,,,2025-10-25
2025-10-27,The Mighty Spirit,1999,https://boxd.it/bvoqGx,3.5,,,2025-10-26
2025-10-28,Saint Bernard,1972,https://boxd.it/bvQkcx,5,,,2025-10-27
2025-10-31,"Woman, Woman",1979,https://boxd.it/bxCcUh,4,,,2025-10-30
2025-11-03,Mulholland Drive,2001,https://boxd.it/bAsSan,4,,,2025-11-02
2025-11-08,The Given Word,1962,https://boxd.it/bD0hrx,5,Yes,,2025-11-06
2025-11-15,A German Youth,2015,https://boxd.it/bI7vtV,4.5,Yes,,2025-11-14
2025-11-22,Four Nights of a Dreamer,1971,https://boxd.it/bMQgx5,5,Yes,,2025-11-16
2025-11-28,A House of Dynamite,2025,https://boxd.it/bRpijv,2.5,,,2025-11-27
2025-11-28,One Battle After Another,2025,https://boxd.it/bRu1wH,2.5,,,2025-11-27
2025-12-04,Until Sbornia Do Us Part,2013,https://boxd.it/bVtCfd,3.5,,,2025-12-03
2025-12-10,La Jetée,1962,https://boxd.it/bZI9AH,5,Yes,,2025-12-09
2025-12-10,Tropical Paths,1977,https://boxd.it/bZITYF,5,,,2025-12-09
2025-12-10,Cat Skin,1962,https://boxd.it/bZJoxP,5,,,2025-12-09
2025-12-10,The Poet of the Castle,1959,https://boxd.it/bZJT3V,3.5,,,2025-12-09
2025-12-10,Improvised and Purposeful: Cinema Novo,1967,https://boxd.it/bZL3Yp,4,,,2025-12-09
2025-12-15,Dark City,1998,https://boxd.it/c36Ff7,3,,,2025-12-14
2025-12-17,The Blue Trail,2025,https://boxd.it/c58A6h,3.5,,,2025-12-16
2025-12-25,"The Good, the Bad and the Ugly",1966,https://boxd.it/cdss5x,3,,,2025-12-24
2025-12-26,Burst City,1982,https://boxd.it/ceMgoh,3,,,2025-12-25
2026-01-05,Sans Soleil,1983,https://boxd.it/crg8YT,4,,,2026-01-04
2026-01-05,Downtown '81,2000,https://boxd.it/cs1wMV,2.5,,,2026-01-04
2026-01-08,The Incredible Shrinking Man,1957,https://boxd.it/cvTCRR,5,,,2026-01-07
2026-01-10,Jaws,1975,https://boxd.it/cy4RRR,3,,,2026-01-09
2026-01-11,The Long Walk,2025,https://boxd.it/cyYwrl,0.5,,,2026-01-10
2026-01-12,Bugonia,2025,https://boxd.it/cAgDjX,3,,,2026-01-11
2026-01-12,No Other Choice,2025,https://boxd.it/cAwqGB,3.5,,,2026-01-11
2026-01-13,On the Beach at Night Alone,2017,https://boxd.it/cBRx7T,5,,,2026-01-12
